intent,Rid,Request
atis_flight,479,what flights from indianapolis to memphis
atis_ground_service,480,ground transportation baltimore
atis_flight,481,show me the afternoon flights from washington to boston
atis_flight,482,what's the last flight from houston to dallas
atis_flight,483,i need a flight from boston to pittsburgh that leaves early in the morning
atis_flight,484,tell me the last flight from atlanta to philadelphia
atis_flight,485,what is the last flight from washington to boston
atis_flight,486,what flights leave from phoenix to anywhere
atis_airfare,487,cheapest airfare from orlando to tacoma
atis_flight,488,give me the list of flights for continental between denver and boston
atis_flight,489,what is the cheapest round trip coach flight between dallas and baltimore leaving august tenth
atis_flight,490,show me flights between denver and baltimore
atis_flight,491,i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner
atis_ground_service,492,what kind of ground transportation is available in atlanta
atis_flight,493,show me the earliest flight on wednesday from baltimore to newark
atis_flight,494,show me the flights available from san francisco to pittsburgh for tuesday and also the price
atis_airfare,495,how much does a first class ticket cost from boston to san francisco round trip
atis_flight,496,on july eighth i'd like a flight from newark to orlando in the morning
atis_flight,497,oakland to philadelphia saturday
atis_flight,498,what afternoon flights are available from atlanta to san francisco
atis_flight,499,can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon
atis_flight,500,i need to fly from pittsburgh to oakland and depart in the afternoon
atis_flight,501,what are the flights from pittsburgh to denver and back
atis_flight,502,show me flights from pittsburgh to philadelphia
atis_flight,503,list flights from detroit to san diego on thursday
atis_flight,504,show me flights from boston to washington leaving july fifteen
atis_flight,505,list the flights that arrive and depart from general mitchell international airport
atis_flight,506,show me all flights from phoenix to milwaukee on wednesday
atis_flight,507,like information on flights from san francisco to boston on thursday morning
atis_airfare,508,what is the airfare between denver and pittsburgh
atis_airline,509,show me the airlines for flights to or from love field
atis_flight,510,list all flights from boston to san francisco on united airlines
atis_airfare,511,how much is a round trip fare from indianapolis to seattle
atis_flight,512,what flights from pittsburgh to newark on monday
atis_flight,513,give me flights that arrive in baltimore from atlanta
atis_flight,514,show me the flights from miami to san diego with one stop in denver
atis_flight,515,information on flights from baltimore to philadelphia
atis_flight,516,do you have a 9 o'clock flight from boston to philadelphia
atis_quantity,517,how many first class flights does delta have today
atis_flight,518,evening flights from philadelphia to oakland
atis_airfare,519,what's the lowest round trip fare from denver to pittsburgh
atis_flight,520,now show me flights from pittsburgh to philadelphia
atis_flight,521,please show me the flights from atlanta to denver
atis_flight,522,what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days
atis_flight,523,can you show me flights from dallas to atlanta on tuesday night
atis_flight,524,show me all flights from san francisco to oakland
atis_flight,525,list all flights from denver to philadelphia
atis_airline,526,what airlines fly between atlanta and san francisco
atis_flight,527,are they all nonstop flights from kansas city to st. paul
atis_flight,528,show me the flights from boston to dallas
atis_ground_service,529,ground transportation in oakland
atis_ground_service,530,is there ground transportation from san diego airport to the downtown area
atis_flight,531,i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650
atis_ground_service,532,what is the ground transportation from boston airport to boston downtown
atis_flight,533,no i want to go from denver to oakland
atis_flight,534,i'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth
atis_flight,535,okay i would like to fly from atlanta to philadelphia
atis_flight,536,what flights leave seattle on sunday on continental
atis_flight,537,okay and can you tell me for flights departing from dallas to philadelphia the latest flight you would have departing from dallas to philadelphia
atis_airfare,538,what is the round trip fare on continental 1291 from denver to san francisco and return
atis_flight,539,what is the last flight from baltimore to boston
atis_flight,540,what is the cheapest flight from dallas to baltimore
atis_flight_time,541,what is the departure time of the latest flight of united airlines from denver to boston
atis_flight,542,give me all flights from new york city to las vegas that arrive on a sunday
atis_flight,543,list flights from pittsburgh to boston leaving after 3 in the afternoon
atis_flight,544,actually what are the nonstop flights from las vegas to burbank on saturday may twenty two
